conv_id	turn_id	topic	head	relation	tail
mixed_Stephen_King_The_Hitchhiker's_Guide_to_the_Galaxy	4	Stephen King	Stephen King	P50_reverse	The Dark Tower: The Gunslinger
mixed_Stephen_King_The_Hitchhiker's_Guide_to_the_Galaxy	5	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Eoin Colfer
mixed_Stephen_King_The_Hitchhiker's_Guide_to_the_Galaxy	6	Stephen King	Stephen King	<UNK>	The Running Man
mixed_Stephen_King_The_Hitchhiker's_Guide_to_the_Galaxy	7	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_Stephen_King_The_Hitchhiker's_Guide_to_the_Galaxy	8	Stephen King	Stephen King	<UNK>	Charlie the Choo-Choo: From the World of The Dark Tower
mixed_Stephen_King_The_Hitchhiker's_Guide_to_the_Galaxy	9	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_Inferno	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_Inferno	1	Inferno	Inferno	<UNK>	Dan Brown
mixed_Fire_and_Fury_Inferno	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_Inferno	3	Inferno	Inferno	<UNK>	14 May 2013
mixed_Fire_and_Fury_Inferno	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_Inferno	5	Inferno	Inferno	<UNK>	Origin
mixed_Fire_and_Fury_Inferno	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_Inferno	7	Inferno	Inferno	P50	22 June 1964
mixed_Fire_and_Fury_Inferno	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_Inferno	9	Inferno	Inferno	<UNK>	Exeter
mixed_Fire_and_Fury_Twilight	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_Twilight	1	Twilight	Twilight	<UNK>	Stephenie Meyer
mixed_Fire_and_Fury_Twilight	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_Fire_and_Fury_Twilight	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_Fire_and_Fury_Twilight	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_Fire_and_Fury_Twilight	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Fire_and_Fury_Jaws	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_Jaws	1	Jaws	Jaws	P50	Peter Benchley
mixed_Fire_and_Fury_Jaws	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_Jaws	3	Jaws	Jaws	P577	YEAR::1974
mixed_Fire_and_Fury_Jaws	4	Fire and Fury	Fire and Fury	P577	YEAR::2018
mixed_Fire_and_Fury_Jaws	5	Jaws	Jaws	<UNK>	Doubleday; Bantam Books
mixed_Fire_and_Fury_Jaws	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_Jaws	7	Jaws	Jaws	P136	Thriller
mixed_Fire_and_Fury_Jaws	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_Jaws	9	Jaws	Jaws	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_The_Hobbit	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_The_Hobbit	1	The Hobbit	The Hobbit	P577	21 September 1937
mixed_Fire_and_Fury_The_Hobbit	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_The_Hobbit	3	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_Fire_and_Fury_The_Hobbit	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_The_Hobbit	5	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_Fire_and_Fury_The_Hobbit	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_The_Hobbit	7	The Hobbit	The Hobbit	<UNK>	John Francis Reuel Tolkien
mixed_Fire_and_Fury_The_Hobbit	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_The_Hobbit	9	The Hobbit	The Hobbit	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_The_Shining	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_The_Shining	1	The Shining	The Shining	<UNK>	Stephen King
mixed_Fire_and_Fury_The_Shining	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_The_Shining	3	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_The_Shining	4	Fire and Fury	Fire and Fury	P577	YEAR::2018
mixed_Fire_and_Fury_The_Shining	5	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_The_Shining	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_The_Shining	7	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_The_Shining	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_The_Shining	9	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Fire_and_Fury_Great_Expectations	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_Great_Expectations	1	Great Expectations	Great Expectations	P50	Charles Dickens
mixed_Fire_and_Fury_Great_Expectations	2	Fire and Fury	Fire and Fury	P50	Michael Wolff
mixed_Fire_and_Fury_Great_Expectations	3	Great Expectations	Great Expectations	<UNK>	BOOL::No
mixed_Fire_and_Fury_Great_Expectations	4	Fire and Fury	Fire and Fury	P577	YEAR::2018
mixed_Fire_and_Fury_Great_Expectations	5	Great Expectations	Great Expectations	<UNK>	Chapman & Hall
mixed_Fire_and_Fury_Great_Expectations	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_Great_Expectations	7	Great Expectations	Great Expectations	P136	black comedy
mixed_Fire_and_Fury_Great_Expectations	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_Great_Expectations	9	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_Fire_and_Fury_Pride_and_Prejudice	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_Pride_and_Prejudice	1	Pride and Prejudice	Pride and Prejudice	P50	Jane Austen
mixed_Fire_and_Fury_Pride_and_Prejudice	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_Pride_and_Prejudice	3	Pride and Prejudice	Pride and Prejudice	<UNK>	27 January 1813
mixed_Fire_and_Fury_Pride_and_Prejudice	4	Fire and Fury	Fire and Fury	P577	YEAR::2018
mixed_Fire_and_Fury_Pride_and_Prejudice	5	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
mixed_Fire_and_Fury_Pride_and_Prejudice	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_Pride_and_Prejudice	7	Pride and Prejudice	Pride and Prejudice	<UNK>	Fitzwilliam Darcy
mixed_Fire_and_Fury_Pride_and_Prejudice	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_Pride_and_Prejudice	9	Pride and Prejudice	Pride and Prejudice	<UNK>	Mansfield Park
mixed_Fire_and_Fury_The_Beach	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_The_Beach	1	The Beach	The Beach	P50	Alex Garland
mixed_Fire_and_Fury_The_Beach	2	Fire and Fury	Fire and Fury	P50	Michael Wolff
mixed_Fire_and_Fury_The_Beach	3	The Beach	The Beach	P577	1 September 1935
mixed_Fire_and_Fury_The_Beach	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_The_Beach	5	The Beach	The Beach	<UNK>	London
mixed_Fire_and_Fury_The_Beach	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_The_Beach	7	The Beach	The Beach	<UNK>	BOOL::No
mixed_Fire_and_Fury_The_Beach	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_The_Beach	9	The Beach	The Beach	<UNK>	cartoonist
mixed_Fire_and_Fury_The_Dwarves	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_The_Dwarves	1	The Dwarves	The Dwarves	P50_reverse	YEAR::2003
mixed_Fire_and_Fury_The_Dwarves	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_The_Dwarves	3	The Dwarves	The Dwarves	P1476	The War of the Dwarves
mixed_Fire_and_Fury_The_Dwarves	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_The_Dwarves	5	The Dwarves	The Dwarves	P50	Markus Heitz
mixed_Fire_and_Fury_The_Dwarves	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_The_Dwarves	7	The Dwarves	The Dwarves	P50	Homburg
mixed_Fire_and_Fury_The_Dwarves	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_The_Dwarves	9	The Dwarves	The Dwarves	P577	10 October 1971
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	1	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	Douglas Adams
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	3	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	BOOL::No
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	4	Fire and Fury	Fire and Fury	P577	YEAR::2018
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	5	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	Eoin Colfer
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	7	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_The_Hitchhiker's_Guide_to_the_Galaxy	9	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_Inferno_Twilight	0	Inferno	Inferno	P50	Dan Brown
mixed_Inferno_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_Inferno_Twilight	2	Inferno	Inferno	P577	14 May 2013
mixed_Inferno_Twilight	3	Twilight	Twilight	<UNK>	05 October 2005
mixed_Inferno_Twilight	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_Inferno_Twilight	6	Inferno	Inferno	P50	22 June 1964
mixed_Inferno_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_Inferno_Twilight	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Inferno_Jaws	0	Inferno	Inferno	P50	Dan Brown
mixed_Inferno_Jaws	1	Jaws	Jaws	P50	Peter Benchley
mixed_Inferno_Jaws	2	Inferno	Inferno	P577	14 May 2013
mixed_Inferno_Jaws	3	Jaws	Jaws	P577	YEAR::1974
mixed_Inferno_Jaws	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_Jaws	5	Jaws	Jaws	<UNK>	Doubleday; Bantam Books
mixed_Inferno_Jaws	6	Inferno	Inferno	P50	22 June 1964
mixed_Inferno_Jaws	7	Jaws	Jaws	P136	Thriller
mixed_Inferno_Jaws	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_Jaws	9	Jaws	Jaws	<UNK>	BOOL::Yes
mixed_Inferno_The_Hobbit	0	Inferno	Inferno	<UNK>	Dan Brown
mixed_Inferno_The_Hobbit	1	The Hobbit	The Hobbit	P577	21 September 1937
mixed_Inferno_The_Hobbit	2	Inferno	Inferno	<UNK>	14 May 2013
mixed_Inferno_The_Hobbit	3	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_Inferno_The_Hobbit	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_The_Hobbit	5	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_Inferno_The_Hobbit	6	Inferno	Inferno	P50	22 June 1964
mixed_Inferno_The_Hobbit	7	The Hobbit	The Hobbit	<UNK>	John Francis Reuel Tolkien
mixed_Inferno_The_Hobbit	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_The_Hobbit	9	The Hobbit	The Hobbit	<UNK>	BOOL::Yes
mixed_Inferno_The_Shining	0	Inferno	Inferno	P50	Dan Brown
mixed_Inferno_The_Shining	1	The Shining	The Shining	<UNK>	Stephen King
mixed_Inferno_The_Shining	2	Inferno	Inferno	P577	14 May 2013
mixed_Inferno_The_Shining	3	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Inferno_The_Shining	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_The_Shining	5	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Inferno_The_Shining	6	Inferno	Inferno	P577	22 June 1964
mixed_Inferno_The_Shining	7	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Inferno_The_Shining	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_The_Shining	9	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Great_Expectations_Inferno	0	Great Expectations	Great Expectations	P50	Charles Dickens
mixed_Great_Expectations_Inferno	1	Inferno	Inferno	P50	Dan Brown
mixed_Great_Expectations_Inferno	2	Great Expectations	Great Expectations	<UNK>	BOOL::No
mixed_Great_Expectations_Inferno	3	Inferno	Inferno	P577	14 May 2013
mixed_Great_Expectations_Inferno	4	Great Expectations	Great Expectations	<UNK>	Chapman & Hall
mixed_Great_Expectations_Inferno	5	Inferno	Inferno	<UNK>	Origin
mixed_Great_Expectations_Inferno	6	Great Expectations	Great Expectations	P136	black comedy
mixed_Great_Expectations_Inferno	7	Inferno	Inferno	P577	22 June 1964
mixed_Great_Expectations_Inferno	8	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_Great_Expectations_Inferno	9	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_Pride_and_Prejudice	0	Inferno	Inferno	P50	Dan Brown
mixed_Inferno_Pride_and_Prejudice	1	Pride and Prejudice	Pride and Prejudice	<UNK>	Jane Austen
mixed_Inferno_Pride_and_Prejudice	2	Inferno	Inferno	<UNK>	14 May 2013
mixed_Inferno_Pride_and_Prejudice	3	Pride and Prejudice	Pride and Prejudice	<UNK>	27 January 1813
mixed_Inferno_Pride_and_Prejudice	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_Pride_and_Prejudice	5	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
mixed_Inferno_Pride_and_Prejudice	6	Inferno	Inferno	P577	22 June 1964
mixed_Inferno_Pride_and_Prejudice	7	Pride and Prejudice	Pride and Prejudice	<UNK>	Fitzwilliam Darcy
mixed_Inferno_Pride_and_Prejudice	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_Pride_and_Prejudice	9	Pride and Prejudice	Pride and Prejudice	<UNK>	Mansfield Park
mixed_Inferno_The_Beach	0	Inferno	Inferno	<UNK>	Dan Brown
mixed_Inferno_The_Beach	1	The Beach	The Beach	P50	Alex Garland
mixed_Inferno_The_Beach	2	Inferno	Inferno	P577	14 May 2013
mixed_Inferno_The_Beach	3	The Beach	The Beach	<UNK>	1 September 1935
mixed_Inferno_The_Beach	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_The_Beach	5	The Beach	The Beach	<UNK>	London
mixed_Inferno_The_Beach	6	Inferno	Inferno	P577	22 June 1964
mixed_Inferno_The_Beach	7	The Beach	The Beach	<UNK>	BOOL::No
mixed_Inferno_The_Beach	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_The_Beach	9	The Beach	The Beach	<UNK>	cartoonist
mixed_Inferno_The_Dwarves	0	Inferno	Inferno	P50	Dan Brown
mixed_Inferno_The_Dwarves	1	The Dwarves	The Dwarves	P50_reverse	YEAR::2003
mixed_Inferno_The_Dwarves	2	Inferno	Inferno	<UNK>	14 May 2013
mixed_Inferno_The_Dwarves	3	The Dwarves	The Dwarves	<UNK>	The War of the Dwarves
mixed_Inferno_The_Dwarves	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_The_Dwarves	5	The Dwarves	The Dwarves	P50	Markus Heitz
mixed_Inferno_The_Dwarves	6	Inferno	Inferno	P577	22 June 1964
mixed_Inferno_The_Dwarves	7	The Dwarves	The Dwarves	<UNK>	Homburg
mixed_Inferno_The_Dwarves	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_The_Dwarves	9	The Dwarves	The Dwarves	P577	10 October 1971
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	0	Inferno	Inferno	<UNK>	Dan Brown
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	1	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	Douglas Adams
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	2	Inferno	Inferno	P577	14 May 2013
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	3	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::No
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	5	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	Eoin Colfer
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	6	Inferno	Inferno	P577	22 June 1964
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	7	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_The_Hitchhiker's_Guide_to_the_Galaxy	9	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_Jaws_Twilight	0	Jaws	Jaws	P50	Peter Benchley
mixed_Jaws_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_Jaws_Twilight	2	Jaws	Jaws	P577	YEAR::1974
mixed_Jaws_Twilight	3	Twilight	Twilight	<UNK>	05 October 2005
mixed_Jaws_Twilight	4	Jaws	Jaws	<UNK>	Doubleday; Bantam Books
mixed_Jaws_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_Jaws_Twilight	6	Jaws	Jaws	P136	Thriller
mixed_Jaws_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_Jaws_Twilight	8	Jaws	Jaws	<UNK>	BOOL::Yes
mixed_Jaws_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_The_Hobbit_Twilight	0	The Hobbit	The Hobbit	P577	21 September 1937
mixed_The_Hobbit_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_The_Hobbit_Twilight	2	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_The_Hobbit_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_The_Hobbit_Twilight	4	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_The_Hobbit_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_The_Hobbit_Twilight	6	The Hobbit	The Hobbit	<UNK>	John Francis Reuel Tolkien
mixed_The_Hobbit_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_The_Hobbit_Twilight	8	The Hobbit	The Hobbit	<UNK>	BOOL::Yes
mixed_The_Hobbit_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_The_Shining_Twilight	0	The Shining	The Shining	<UNK>	Stephen King
mixed_The_Shining_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_The_Shining_Twilight	2	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_The_Shining_Twilight	4	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_The_Shining_Twilight	6	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_The_Shining_Twilight	8	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Great_Expectations_Twilight	0	Great Expectations	Great Expectations	P50	Charles Dickens
mixed_Great_Expectations_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_Great_Expectations_Twilight	2	Great Expectations	Great Expectations	<UNK>	BOOL::No
mixed_Great_Expectations_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_Great_Expectations_Twilight	4	Great Expectations	Great Expectations	P123	Chapman & Hall
mixed_Great_Expectations_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_Great_Expectations_Twilight	6	Great Expectations	Great Expectations	P136	black comedy
mixed_Great_Expectations_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_Great_Expectations_Twilight	8	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_Great_Expectations_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Pride_and_Prejudice_Twilight	0	Pride and Prejudice	Pride and Prejudice	<UNK>	Jane Austen
mixed_Pride_and_Prejudice_Twilight	1	Twilight	Twilight	<UNK>	Stephenie Meyer
mixed_Pride_and_Prejudice_Twilight	2	Pride and Prejudice	Pride and Prejudice	P577	27 January 1813
mixed_Pride_and_Prejudice_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_Pride_and_Prejudice_Twilight	4	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
mixed_Pride_and_Prejudice_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_Pride_and_Prejudice_Twilight	6	Pride and Prejudice	Pride and Prejudice	<UNK>	Fitzwilliam Darcy
mixed_Pride_and_Prejudice_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_Pride_and_Prejudice_Twilight	8	Pride and Prejudice	Pride and Prejudice	<UNK>	Mansfield Park
mixed_Pride_and_Prejudice_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_The_Beach_Twilight	0	The Beach	The Beach	P50	Alex Garland
mixed_The_Beach_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_The_Beach_Twilight	2	The Beach	The Beach	P577	1 September 1935
mixed_The_Beach_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_The_Beach_Twilight	4	The Beach	The Beach	<UNK>	London
mixed_The_Beach_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_The_Beach_Twilight	6	The Beach	The Beach	<UNK>	BOOL::No
mixed_The_Beach_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_The_Beach_Twilight	8	The Beach	The Beach	<UNK>	cartoonist
mixed_The_Beach_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_The_Dwarves_Twilight	0	The Dwarves	The Dwarves	P50_reverse	YEAR::2003
mixed_The_Dwarves_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
mixed_The_Dwarves_Twilight	2	The Dwarves	The Dwarves	<UNK>	The War of the Dwarves
mixed_The_Dwarves_Twilight	3	Twilight	Twilight	<UNK>	05 October 2005
mixed_The_Dwarves_Twilight	4	The Dwarves	The Dwarves	P50	Markus Heitz
mixed_The_Dwarves_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_The_Dwarves_Twilight	6	The Dwarves	The Dwarves	P50	Homburg
mixed_The_Dwarves_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_The_Dwarves_Twilight	8	The Dwarves	The Dwarves	P577	10 October 1971
mixed_The_Dwarves_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	0	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Douglas Adams
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	1	Twilight	Twilight	<UNK>	Stephenie Meyer
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	2	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::No
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	3	Twilight	Twilight	<UNK>	05 October 2005
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	4	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Eoin Colfer
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	6	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	8	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Jaws_The_Hobbit	0	Jaws	Jaws	P50	Peter Benchley
mixed_Jaws_The_Hobbit	1	The Hobbit	The Hobbit	P577	21 September 1937
mixed_Jaws_The_Hobbit	2	Jaws	Jaws	P577	YEAR::1974
mixed_Jaws_The_Hobbit	3	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_Jaws_The_Hobbit	4	Jaws	Jaws	<UNK>	Doubleday; Bantam Books
mixed_Jaws_The_Hobbit	5	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_Jaws_The_Hobbit	6	Jaws	Jaws	P136	Thriller
